num_imo,nom_navire,num_immat_francais,num_mmsi,chantier_construction,annee_construction,puissance_administrative,puissance_propulsive,longueur_hors_tout,jauge_londres,armateur_exploitant,materiau_coque,date_francisation,type_carburant,quartier,genre_navigation,date_debut_pa_commerce,date_fin_pa_commerce,date_debut_pa_peche_culture,date_fin_pa_peche_culture
,SIRIUS,114907,227316230,,1972,154,154,"9,79","10,04",,BOIS,2000-05-02,GAZOLE,BAYONNE,Petite pêche,,,2018-01-01,
,CORALIE,114913,227690170,,1972,61,61,"7,95","4,19",,BOIS,1973-11-29,GAZOLE,MORLAIX,Petite pêche,,,2018-01-01,
,TROUZ AR MOR,114914,227649110,,1973,180,180,"10,4","10,59",,BOIS,2019-02-26,GAZOLE,SAINT BRIEUC,Petite pêche,,,2019-02-28,
,MIZ MARI,114933,227652030,,1973,147,147,"9,7","10,92",,BOIS,1973-07-06,GAZOLE,CONCARNEAU,Petite pêche,,,2018-01-01,
,NOS DROLES,117753,227113100,,1972,113,113,9,"6,49",,BOIS,1983-04-15,GAZOLE,PAIMPOL,Petite pêche,,,2019-02-11,
,LA VIGIE,117875,227016150,,1972,44,44,"4,5",,,PLASTIQUE,1972-07-06,ESSENCE,AURAY,Conchyl.Pure,,,2018-01-01,
,ANGOA,123444,227586780,,1971,71,71,"8,6","5,83",,BOIS,1971-05-18,GAZOLE,PORT VENDRES,Petite pêche,,,2018-01-01,2019-09-16
,COMETE,151340,,,1930,33,33,"7,5","1,76",,BOIS,1964-02-27,GAZOLE,NICE,Petite pêche,,,2018-01-01,
,PATKRIS,151550,227272410,,1973,46,46,"7,5","2,74",,BOIS,1982-10-11,GAZOLE,NICE,Petite pêche,,,2018-01-01,
,L'ADN 2,153036,227292570,,1977,24,24,"6,5",,,BOIS,1974-03-22,GAZOLE,SETE,Navigation côtière,2018-04-18,,,
,ASTA BUEN,155922,227569380,,1972,106,106,"9,5","10,6",,BOIS,1972-06-08,GAZOLE,PAIMPOL,Petite pêche,,,2018-01-01,
,LOUMERGAT,156006,227714350,,1972,176,176,"13,5",,,BOIS,1972-06-02,GAZOLE,AURAY,Conchyl.Pure,,,2018-01-01,
,AR BEG,156474,,,1972,22,22,"6,82","2,4",,BOIS,1972-10-17,GAZOLE,BREST,Petite pêche,,,2018-01-01,
,L'ALIZE 2,156633,227672540,TANGUY,1973,87,87,"8,95","6,04",,BOIS,1995-08-21,GAZOLE,PAIMPOL,Petite pêche,,,2018-01-01,
,LA PALOMA,157155,227638540,,1972,140,140,"10,91","9,37",,BOIS,2002-09-10,GAZOLE,PAIMPOL,Petite pêche,,,2018-01-01,
,L'AUDEBAN,157247,227022630,RIOU,1974,65,65,"7,41","3,59",,BOIS,1975-04-10,ESSENCE,AURAY,,,,2018-01-01,
,SIROCCO II,159161,,,1973,58,58,"11,5",,,BOIS,1973-03-31,GAZOLE,ARCACHON,,,,2018-01-01,
,MARJORIE ARTHUR,160035,227446000,,1972,386,316,"21,47","49,79",,PLASTIQUE,1972-03-03,GAZOLE,MARSEILLE,Petite pêche,,,2018-01-01,
,DAUPHIN,162412,227318740,,1972,134,132,"11,07","14,22",,BOIS,1972-12-22,GAZOLE,CHERBOURG,Petite pêche,,,2018-01-01,
,CARTERET,162972,227899020,,1973,88,88,"10,02",,,METAL,1973-05-21,GAZOLE,ROUEN,Navigation côtière,2018-01-01,,,
,ATHENA,164008,227463310,,1973,33,33,"7,4","2,53",,BOIS,1980-04-15,GAZOLE,BASTIA,Petite pêche,,,2018-01-01,
,U CARDI,164157,227725950,,1957,110,110,"14,04","16,61",,BOIS,1984-08-03,GAZOLE,AJACCIO,,,,2018-01-01,
,L'ESPERANCE 2,167301,227637240,,1973,127,127,"11,63","11,3",,BOIS,1988-05-03,GAZOLE,PAIMPOL,Petite pêche,,,2018-01-01,
,AQUILON,169778,227640760,,1973,58,58,"8,5","5,12",,BOIS,1975-06-05,INCONNU,CAEN,,,,2018-01-01,
,NOMADE,175636,227144550,BASTIA,1967,51,51,"12,14","7,62",,BOIS,1990-04-11,GAZOLE,BASTIA,Petite pêche,,,2018-04-19,
,GWEL A VO,176153,227632830,,1972,96,96,"7,5","3,4",,BOIS,1975-08-18,GAZOLE,BREST,Petite pêche,,,2018-01-01,
,ROXY,176164,227318170,,1972,171,155,"14,76","38,06",,BOIS,1972-12-18,GAZOLE,LE GUILVINEC,Petite pêche,,,2018-01-01,
,REQUIN,176204,227567220,,1972,101,101,"7,57","3,19",,BOIS,1973-04-04,GAZOLE,LE GUILVINEC,Petite pêche,,,2018-01-01,
,MALAMOCK,176228,227060310,,1972,55,55,"8,48","4,41",,BOIS,1972-02-01,GAZOLE,LE GUILVINEC,Petite pêche,,,2018-07-09,
,REINE DE L ARVOR II,176257,227322710,,1973,168,165,"14,25","37,18",,BOIS,1974-04-10,GAZOLE,DOUARNENEZ,Petite pêche,,,2018-01-01,
,EN AVANT,176269,227590980,,1973,158,158,"15,5","28,94",,BOIS,1974-06-28,GAZOLE,LE GUILVINEC,,2018-10-31,,2018-01-01,
,LI-LOU,176271,227737450,,1974,63,63,"8,67","5,3",,BOIS,2001-11-05,GAZOLE,PAIMPOL,,,,2018-01-01,
,POC'H TROT,176286,227651190,,1974,53,53,"8,1","4,64",,BOIS,1974-07-03,GAZOLE,LE GUILVINEC,Petite pêche,,,2018-01-01,
,LYCIA,176298,228208800,,1974,213,213,"15,5","33,1",,BOIS,1981-09-17,GAZOLE,CONCARNEAU,Petite pêche,,,2018-01-01,
,BEA,180925,,AMATEUR,1962,18,18,"3,75","0,25",,BOIS,1991-05-03,ESSENCE,MARTIGUES,Petite pêche,,,2018-01-01,
,L'OURAGAN,181150,227607480,,1972,102,102,"11,9","11,23",,BOIS,1972-10-04,GAZOLE,ILE D'OLERON,Petite pêche,,,2018-01-01,
,MAYFLOWER,181164,227595150,,1972,161,161,"13,76",23,,BOIS,1972-10-31,GAZOLE,ILE D'OLERON,Pêche côtière,,,2018-01-01,
,LE DESPERADOS,181238,,,1973,54,54,"9,4",,,BOIS,1973-03-14,GAZOLE,ILE D'OLERON,Conchyl.Pure,,,2018-01-01,
,L'ESPADON,181790,,,1972,110,110,"11,95","6,81",,METAL,1987-01-13,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,NIRVANA,181956,227645260,,1973,66,66,"7,65","1,95",,BOIS,1973-04-12,GAZOLE,CAEN,Petite pêche,,,2018-01-01,
,TRAMONTANE,182253,,,1972,7,7,"5,3","0,61",,BOIS,1972-09-07,ESSENCE,PORT VENDRES,Petite pêche,,,2018-01-01,
,AUDE 3,182271,,,1967,19,19,"4,68","0,52",,BOIS,1972-02-28,ESSENCE,PORT VENDRES,Petite pêche,,,2018-01-01,
,SEMPRE AN DAVANT,182346,227167650,,1972,73,73,"8,55","2,76",,PLASTIQUE,1972-12-18,GAZOLE,BASTIA,Petite pêche,,,2018-01-01,
,ST EDOUARD,183206,,,1973,31,31,"6,1","1,46",,PLASTIQUE,1973-05-03,GAZOLE,PORT VENDRES,Petite pêche,,,2018-01-01,
,FRANCIANE,188000,227319960,,1974,103,103,"9,95","10,39",,BOIS,1974-07-21,GAZOLE,DIEPPE,Petite pêche,,,2018-01-01,
,AS TU VU,189630,,,1970,7,7,"6,85",,,BOIS,1999-04-12,ESSENCE,NOIRMOUTIER,,,,2018-01-01,
,THEMIS,189689,227720760,,1973,88,88,"7,13","4,06",,BOIS,1973-04-20,GAZOLE,NOIRMOUTIER,Petite pêche,,,2018-01-01,
,BAMBOULA,190150,,,1973,18,18,"7,15",,,BOIS,1973-09-06,ESSENCE,NOIRMOUTIER,Conchyl.PetitePêche,,,2018-01-01,
,HIPPOCAMPE,191003,227602770,,1973,180,180,"9,95","10,39",,BOIS,1973-11-08,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,L'ULYSSE,191548,227638110,,1969,162,162,"9,6",10,,BOIS,1985-09-27,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,2019-09-16
,LE KEVIN II,191606,227591880,,1974,97,97,9,"5,45",,BOIS,2011-06-14,GAZOLE,CAEN,Petite pêche,,,2018-01-01,
,MESSALINE,191744,227006170,,1973,131,131,"16,7",,,BOIS,1974-05-31,GAZOLE,LES SABLES D'OLONNE,Navigation côtière,2018-01-01,,,
,IZEL'VOR,192042,227655490,,1969,73,73,"8,96","6,74",,BOIS,1969-02-28,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,HIRONDELLE,192378,227673050,,1965,44,44,"8,68","6,19",,BOIS,1965-07-15,GAZOLE,PAIMPOL,Petite pêche,,,2018-01-01,
,GWEN A DU,192380,227629050,,1966,91,91,"7,97","4,86",,BOIS,1965-12-31,ESSENCE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,NAUTILUS,192390,227316070,DANIEL,1967,150,150,11,"13,5",,BOIS,1967-06-12,GAZOLE,BREST,Petite pêche,,,2018-01-01,
,CAPRICE DES FLOTS,192422,227664430,,1966,36,36,"7,27","4,48",,BOIS,1966-10-03,GAZOLE,PAIMPOL,Petite pêche,,,2018-01-01,
,VOLTIGEUR,192472,227592180,ROLLAND,1959,103,103,"8,2","5,16",,BOIS,1964-11-21,GAZOLE,PAIMPOL,Petite pêche,,,2018-01-01,
,L'ANORIE,192622,227214550,,1968,73,73,"9,23","4,53",,BOIS,1974-05-15,GAZOLE,MARENNES,Petite pêche,,,2018-11-07,
,DEEP ZONE II,197340,227602850,-,1973,88,88,"8,1","3,91",,BOIS,2013-09-05,GAZOLE,NICE,Petite pêche,,,2018-01-01,
,CARRE D'AS,198107,227658180,BIHORE MARINE,1973,88,88,"8,32","3,9",,BOIS,1973-08-08,GAZOLE,NOIRMOUTIER,Petite pêche,,,2018-01-01,
,L'EPAULARD,198207,227755390,,1973,58,58,"6,78","2,19",,BOIS,1973-09-22,GAZOLE,LE GUILVINEC,Petite pêche,,,2018-01-01,
,P'TIT GUY,198732,227598420,,1974,59,59,"8,35","4,99",,BOIS,2005-08-04,GAZOLE,AURAY,Petite pêche,,,2018-01-01,
7362500,JOSEPH ROTY 2,199078,227583000,,1973,6173,2944,"90,56",3188,,METAL,1974-03-07,GAZOLE,SAINT MALO,Grande Pêche,,,2018-06-27,
,ULYSSE,199811,,,1972,110,110,"6,84","3,23",,PLASTIQUE,1984-07-30,GAZOLE,AJACCIO,Petite pêche,,,2018-01-01,
,BOULUS,201043,,,1968,40,40,5,1,,BOIS,1992-06-05,ESSENCE,VANNES,Petite pêche,,,2018-01-01,
,MINITOM,201062,227629840,,1973,82,82,"8,2","4,21",,BOIS,1973-04-03,GAZOLE,AURAY,Petite pêche,,,2018-01-01,
,PETREL,218352,227588080,,1974,147,147,"10,6",,,BOIS,1974-03-21,GAZOLE,ARCACHON,Navigation côtière,2018-08-02,,,
,L'ANGELUS 1,219433,227005840,,1969,129,129,"12,6",,,BOIS,1970-03-03,GAZOLE,AURAY,,2018-08-01,,,
,PERLE DE L'OCEAN,219755,227630580,,1974,103,103,"11,2","13,71",,BOIS,1974-02-27,GAZOLE,PAIMPOL,Petite pêche,,,2018-01-01,
,MARISIS,220056,227592070,,1974,162,162,"11,95","16,96",,BOIS,1981-05-07,GAZOLE,AURAY,Petite pêche,,,2018-01-01,
,MIC MAC,220071,,,1974,59,59,"5,06","0,75",,PLASTIQUE,1987-12-03,ESSENCE,AURAY,Petite pêche,,,2018-07-05,
,LOUP DES MERS,220576,227680340,,1973,136,136,"9,26","10,39",,BOIS,2019-04-03,GAZOLE,SAINT BRIEUC,Petite pêche,,,2019-03-08,
,LE SEXTANT,220577,227628740,,1971,74,74,"9,6","8,87",,BOIS,1971-04-19,GAZOLE,CAEN,Petite pêche,,,2018-01-01,
,GALATEE,220818,227645810,,1974,81,81,"8,96","6,74",,BOIS,1974-10-11,ESSENCE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,GARLIZENN,220841,227312510,,1974,284,142,"14,5","38,12",,BOIS,1978-07-03,GAZOLE,MORLAIX,Petite pêche,,,2018-01-01,
,NEPTUNE,221065,227639780,PAIMPOL,1974,102,102,"9,95","10,39",,BOIS,1991-11-06,GAZOLE,CAEN,Petite pêche,,,2018-01-01,
,MON ZOZO,222360,227780520,,1973,66,66,"9,52",3,,BOIS,1973-11-21,ESSENCE,MARENNES,Petite pêche,,,2018-01-01,
,JOSKOUEC,222402,227631970,,1974,58,58,"8,85",5,,BOIS,1979-11-06,GAZOLE,PAIMPOL,,,,2018-01-01,2019-09-16
,ANAIS TIFFANY,222427,227645560,,1968,70,70,"9,2",4,,BOIS,2004-05-04,GAZOLE,LES SABLES D'OLONNE,Petite pêche,,,2018-01-01,
,JOSY SANDRINE,223142,,,1973,92,92,"6,35","1,86",,PLASTIQUE,1984-03-16,ESSENCE,MARTIGUES,Petite pêche,,,2018-01-01,
,ARGONAUTE II,224839,,,1973,13,13,"7,24","1,99",,PLASTIQUE,1973-10-10,GAZOLE,MARSEILLE,Petite pêche,,,2018-01-01,
,NEBULEUSE,231613,228280600,LE HIRE  ET PERON,1949,158,158,"18,65",,,BOIS,1999-04-22,GAZOLE,Marseille (RIF),Plaisance Cabot.Int.,2018-01-01,2018-06-30T00:00:00.000+02:00,,
,VIEUX CRABE,231617,227566880,,1952,117,117,"15,99",,,BOIS,1987-07-22,GAZOLE,SETE,,2018-01-01,2019-09-16T00:00:00.000+02:00,,
,INTROUN VARIA AN ESP,231663,228880000,,1968,229,229,"19,8","64,06",,BOIS,1969-05-07,GAZOLE,MORLAIX,,,,2018-02-28,2019-09-16
,CACH,231879,227110700,XXX,1973,221,221,"11,99","11,93",,METAL,1973-10-16,GAZOLE,CHERBOURG,Petite pêche,,,2018-01-01,
,CAP ROSA,231968,227628920,,1973,40,40,"8,53","3,58",,PLASTIQUE,1974-01-14,GAZOLE,NOIRMOUTIER,Petite pêche,,,2018-01-01,
,P'TITE CARO,232009,,,1978,17,17,"6,1","1,19",,BOIS,1983-03-30,ESSENCE,MORLAIX,Petite pêche,,,2018-01-01,
,MERITUM TUOMST,232024,227319820,,1974,162,162,"11,98","19,74",,BOIS,1974-03-08,GAZOLE,CHERBOURG,Petite pêche,,,2018-01-01,
,COMMANDANT COUSTEAU,232628,227571660,,1974,139,139,"10,5","11,55",,BOIS,1988-03-11,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,SYLVIE ANNE,235254,,,1951,18,18,"5,3","0,61",,BOIS,1993-10-14,ESSENCE,PORT VENDRES,Petite pêche,,,2018-01-01,
,ANGELE 2,235636,,,1974,18,18,"5,6","0,94",,PLASTIQUE,1974-02-04,ESSENCE,PORT VENDRES,Petite pêche,,,2018-01-01,
,MILACIK,235653,,,1974,15,15,"5,04","0,76",,PLASTIQUE,1974-03-01,ESSENCE,PORT VENDRES,Petite pêche,,,2018-01-01,
,MEMPHIS,242502,227598810,,1974,109,109,"11,5","8,46",,BOIS,1974-02-14,GAZOLE,ILE D'OLERON,Petite pêche,,,2019-02-21,
,TREVAREC,244190,,,1974,58,58,"7,77","4,32",,BOIS,1974-07-03,GAZOLE,CONCARNEAU,Petite pêche,,,2018-01-01,
,THIMAE,249821,,,1968,44,44,"5,5","0,84",,BOIS,1973-11-19,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,SAINT MICHEL 3,249829,,,1973,29,29,"5,65","0,59",,PLASTIQUE,1973-03-12,ESSENCE,SETE,,,,2018-01-01,
,LOUISE CLOSQUET,249831,,,1916,34,34,"5,6","0,88",,BOIS,1973-12-03,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,ERIC,249832,,,1973,22,22,"5,87","1,08",,PLASTIQUE,1973-12-14,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,ELISE 2,249834,,,1973,63,63,"6,2","1,99",,PLASTIQUE,1973-12-27,ESSENCE,SETE,Conchyl.Pure,,,2018-01-01,
,ESTRELLA,249842,,BUONOMO,1974,52,52,"7,25","2,44",,PLASTIQUE,1974-01-07,ESSENCE,PORT VENDRES,Petite pêche,,,2018-01-01,
,VAGABONDE 3,249850,,,1974,69,69,"6,5",,,PLASTIQUE,1974-02-05,GAZOLE,SETE,Lamanage Nav cot,2018-01-01,,,
,MARVERO,249854,,,1974,73,73,"5,24","0,65",,PLASTIQUE,1974-02-04,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,JULEON,249858,,,1974,14,14,"5,86",1,,PLASTIQUE,1990-11-22,ESSENCE,PORT VENDRES,Petite pêche,,,2018-01-01,2019-09-16
,HERMINE,249864,227746580,CHANTIER ARTISANAL JOSEPH STENTO,1974,45,45,7,"2,35",,BOIS,1982-08-17,GAZOLE,TOULON,Petite pêche,,,2018-01-01,
,QUINZE,249868,,,1974,36,36,"6,2",,,PLASTIQUE,1984-06-08,ESSENCE,SETE,Conchyl.Pure,,,2018-01-01,
,JEHAN VERRAZANE,249877,227002180,,1974,470,470,"21,84","42,22",,PLASTIQUE,2016-12-28,GAZOLE,DIEPPE,Navigation côtière,2018-01-01,2019-09-16T00:00:00.000+02:00,,
,DOUDOU 2,249878,,,1974,29,29,"5,65","0,59",,PLASTIQUE,1987-08-06,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,MANY,249879,,,1974,48,48,"6,45","0,55",,PLASTIQUE,1974-04-09,ESSENCE,SETE,Conchyl.Pure,,,2018-01-01,
,GIGI 2,249886,,,1974,35,35,"6,45",1,,PLASTIQUE,1974-05-07,ESSENCE,SETE,Conchyl.PetitePêche,,,2018-01-01,
,THE PEARL,249891,,,1974,74,74,"6,45","0,55",,PLASTIQUE,1974-05-22,ESSENCE,SETE,C.M.PetitePêche,,,2018-01-01,
,MAL VENT,249892,,,1974,17,17,"6,2","1,26",,PLASTIQUE,1974-05-20,GAZOLE,SETE,Petite pêche,,,2018-01-01,
,STENZO-THAIS,250245,,,1974,41,41,"5,75","0,65",,PLASTIQUE,1992-06-17,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,PISTACHE II,250714,,,1968,29,29,"5,1","0,76",,BOIS,1998-12-01,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,FRANCK II,250812,,,1974,15,15,"5,36","0,42",,PLASTIQUE,1974-09-11,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,COMBATTANTE,250816,,,1974,37,37,"6,45",,,PLASTIQUE,1974-09-30,ESSENCE,SETE,Conchyl.PetitePêche,,,2018-01-01,
,PAPOU,250823,,,1974,29,29,"6,45",,,PLASTIQUE,,ESSENCE,SETE,Conchyl.PetitePêche,,,2018-01-01,
,GRAZOU,250824,,,1974,22,22,"5,5","0,39",,PLASTIQUE,1974-10-09,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,LYLAGO,250825,227715620,,1974,55,55,"6,2","0,73",,PLASTIQUE,1974-01-02,ESSENCE,PORT VENDRES,Petite pêche,,,2018-01-01,
,LORENZO,250847,,,1975,110,110,"5,65","0,59",,PLASTIQUE,2018-08-06,ESSENCE,MARSEILLE,Petite pêche,,,2018-07-13,
,POPEYE IV,250866,227006250,,1965,183,183,"13,9",,,BOIS,1975-01-14,GAZOLE,CONCARNEAU,Navigation côtière,2018-01-01,,,
,ALBATROS,257870,227900630,,1975,74,74,"7,7","2,43",,BOIS,2009-02-20,ESSENCE,TOULON,Petite pêche,,,2018-12-21,
,DADA 3,258076,,,1954,10,10,"6,2","1,42",,BOIS,1966-06-13,GAZOLE,NICE,Petite pêche,,,2018-01-01,
,POSEIDON III,258088,227564540,,1956,169,169,"14,94",,,BOIS,1958-08-31,GAZOLE,NICE,Navigation côtière,2018-01-01,,,
,GRANVILLE,259071,,,1973,176,176,"10,05",,,METAL,1973-12-03,GAZOLE,ROUEN,Navigation côtière,2018-01-01,,,
,PTI LOPRENA,260598,227625060,,1974,73,73,"10,58",4,,BOIS,1979-12-03,GAZOLE,LES SABLES D'OLONNE,Petite pêche,,,2018-01-01,
,AVEL MOR,260875,227323370,CHANTIERS FRERES BERNARD,1975,109,109,"11,98","15,46",,BOIS,1977-08-05,GAZOLE,SAINT MALO,Petite pêche,,,2018-01-01,2019-09-16
,ROLLON,261889,,,1959,29,29,"5,8","1,13",,BOIS,1974-12-02,GAZOLE,SETE,Petite pêche,,,2018-01-01,
,HERVE,261897,,,1974,23,23,"5,52","0,67",,PLASTIQUE,1974-11-20,ESSENCE,PORT VENDRES,Petite pêche,,,2018-01-01,
,SAINT DOMINIQUE,263576,,,1954,29,29,"6,5","1,17",,BOIS,1988-11-07,ESSENCE,MARSEILLE,Petite pêche,,,2018-01-01,
,DAMIEN 1,263924,,,1974,51,51,"8,03","2,74",,BOIS,1987-12-21,GAZOLE,NICE,Petite pêche,,,2018-01-01,
,AIGUE MARINE,266699,227001910,,1970,176,174,"14,42",,,BOIS,1970-07-16,GAZOLE,LES SABLES D'OLONNE,Navigation côtière,2019-04-02,,,
,AMI DU PECHEUR,266712,227308140,,1971,122,121,"11,54","16,56",,BOIS,1971-02-24,GAZOLE,AJACCIO,,2018-01-01,,,
,KAVELLIG,267028,227317750,,1974,221,221,"13,27","29,36",,BOIS,1974-07-12,GAZOLE,LE GUILVINEC,Petite pêche,,,2019-04-01,
7360368,LE SUROIT,267206,227223000,,1975,2794,1650,"52,94",946,,METAL,1975-04-02,GAZOLE,BREST,,2018-01-01,2019-09-16T00:00:00.000+02:00,,
,FLEUR DE LAMPAUL,267514,227794000,,1948,87,87,"19,06",,,BOIS,2005-06-02,GAZOLE,CHERBOURG,Plaisance NC,2018-01-01,,,
,LE CRAKEN,267675,227209260,CONCARNEAU,1960,26,26,"7,53","3,31",,BOIS,1977-01-17,GAZOLE,BREST,Petite pêche,,,2018-01-01,
,TOULOULOU,267832,227751380,,1968,75,75,"9,24","7,29",,BOIS,1968-06-28,GAZOLE,PAIMPOL,Petite pêche,,,2018-01-01,
,BRETAGNE,270288,227203280,,1975,67,67,"8,54","4,28",,BOIS,1975-07-09,GAZOLE,LE GUILVINEC,Petite pêche,,,2018-01-01,
,CORSAIRE DE DINAN,270293,227001150,,1966,324,324,"22,11",,,METAL,1967-06-14,GAZOLE,SAINT MALO,Navigation côtière,2018-01-01,,,
,MONA LISA,270448,227196420,,1975,38,38,"7,5","3,26",,BOIS,1982-06-07,GAZOLE,BASTIA,,,,2018-01-01,
,NOUVEAU SAINT LOUIS,270755,227619590,,1947,211,211,"15,38","21,15",,BOIS,1947-01-30,GAZOLE,AJACCIO,Petite pêche,,,2019-04-12,
,CHJARA,270820,,,1971,26,26,"6,02","1,37",,BOIS,2012-12-27,GAZOLE,BASTIA,,,,2018-01-01,
,LE BRESCON,271138,227103940,,1966,184,184,"10,8","9,33",,BOIS,1972-04-20,GAZOLE,BASTIA,Petite pêche,,,2018-01-01,
,REVELLATA I,271196,227014200,,1975,515,515,"18,8",,ICARD JEAN-MICHEL,BOIS,1975-05-28,GAZOLE,MARSEILLE,Navigation côtière,2018-01-01,,,
,ILE DE LA GIRAGLIA,271359,227008850,,1957,156,156,"12,09",,,BOIS,2002-01-31,GAZOLE,BASTIA,Navigation côtière,2018-01-01,,,
,VILLE DE SAINT RAPHA,271362,227002270,,1971,368,368,"22,25",,,BOIS,1980-07-03,GAZOLE,TOULON,Navigation côtière,2018-01-01,,,
,LAGUNE,271836,,,1974,66,66,"5,9","1,18",,PLASTIQUE,1974-08-27,ESSENCE,ARCACHON,Petite pêche,,,2018-01-01,
,LA PRESQU'ILE,273402,227561540,CHANTIERS BERNARD,1972,225,211,"15,3","43,27",,BOIS,1972-04-07,GAZOLE,DIEPPE,Pêche côtière,,,2018-01-01,
,PLUTON,274620,,,1970,99,99,"8,86","6,79",,BOIS,1971-01-22,GAZOLE,ILE D'YEU,Petite pêche,,,2018-02-05,
,VIGO,275265,227564130,,1975,129,129,"9,98","4,07",,PLASTIQUE,1975-10-01,GAZOLE,CONCARNEAU,Petite pêche,,,2018-01-01,
6729206,TOULONNAIS XVI,275620,227001780,,1967,1031,956,"28,22",,,METAL,1967-11-28,GAZOLE,TOULON,,2018-01-01,2019-09-16T00:00:00.000+02:00,,
,L'EDDY MAEL,276038,227579470,,1969,110,110,"10,75","11,3",,BOIS,2017-06-21,GAZOLE,LE HAVRE,Petite pêche,,,2018-01-01,
,BACCHUS,276134,227636290,,1974,103,103,"9,85","9,46",,BOIS,1974-10-08,GAZOLE,SAINT MALO,Petite pêche,,,2018-01-01,
,AILLY,276205,227318240,,1974,256,256,"16,5","37,33",,METAL,1977-01-11,GAZOLE,FECAMP,Pêche côtière,,,2018-01-01,
,CELTIT,276206,227119200,,1974,224,224,"15,94","37,39",,METAL,1999-04-26,GAZOLE,DIEPPE,Pêche côtière,,,2018-01-01,
,FILS DU SOLEIL,276344,227594590,,1975,131,131,"11,86","14,7",,BOIS,1975-03-26,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,L'ETOILE DU BERGER,276624,227598410,,1972,79,79,"10,1","11,24",,BOIS,1972-05-25,GAZOLE,SAINT NAZAIRE,Petite pêche,,,2018-01-01,
,L'ANGE DES ILES,279009,,,1958,15,15,"6,56",2,,BOIS,1986-12-01,GAZOLE,NICE,Petite pêche,,,2018-01-01,
,REFUGE,279048,227627660,,1964,51,51,"8,59","3,54",,BOIS,1965-06-05,GAZOLE,DOUARNENEZ,Petite pêche,,,2018-01-01,
,JEAN XXIII,279059,,,1966,37,37,"6,78","2,28",,BOIS,1966-03-11,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,VELLEDA,279081,227004920,,1968,146,146,"16,3",,,BOIS,1968-12-02,GAZOLE,BREST,Navigation côtière,2018-01-01,,,
,BRENN AR MOR,279091,227639050,,1969,109,109,"9,4","6,96",,BOIS,1989-02-16,GAZOLE,AURAY,Petite pêche,,,2019-04-17,
9192521,AVENTUREUX,279106,227268150,,1971,44,44,"7,23","3,32",,BOIS,1984-05-10,GAZOLE,AURAY,,,,2018-01-01,2019-10-23
,AQUILON,279109,227621210,,1971,115,115,9,"6,62",,BOIS,1971-12-10,GAZOLE,PAIMPOL,Petite pêche,,,2018-01-01,
,TIGNOUS,279116,227231570,,1972,33,33,"6,54","1,53",,BOIS,1972-05-12,GAZOLE,BREST,Petite pêche,,,2018-01-01,
,CARRE D'AS,279377,227657320,,1977,60,60,"7,4","2,71",,BOIS,1977-04-15,GAZOLE,BREST,Petite pêche,,,2018-01-01,
,LA GALERE,280017,,,1975,105,105,17,,,METAL,1975-02-13,GAZOLE,LE GUILVINEC,Conchyl.Pure,,,2018-01-01,
,CHAUMIERE DE LA MER,280046,227732550,,1970,74,74,"9,2","6,33",,BOIS,1970-06-08,GAZOLE,VANNES,Petite pêche,,,2018-01-01,
,LA MARIE JOHANNA,280052,227263030,,1975,80,80,"10,5","8,48",,BOIS,1975-06-18,GAZOLE,VANNES,Petite pêche,,,2018-01-01,
,A DREUZ,285015,227856610,,1971,46,46,"7,3","3,04",,BOIS,1971-06-07,GAZOLE,AURAY,Petite pêche,,,2018-05-18,
,JUNIOR 2,285047,227598320,,1971,95,95,"9,03","6,98",,BOIS,1971-04-30,GAZOLE,NANTES,Petite pêche,,,2018-01-01,
,SANTA MARIA,285067,227308660,,1955,118,118,"14,8",,,BOIS,1971-11-17,GAZOLE,CONCARNEAU,Navigation côtière,2018-01-01,,,
,TRANKILOU,285085,227769390,,1969,44,44,"7,06","2,48",,BOIS,1969-03-14,GAZOLE,LES SABLES D'OLONNE,Petite pêche,,,2018-01-01,
,ETOILE DES MERS,285098,227732540,,1966,88,88,"9,9","7,31",,BOIS,1966-10-05,GAZOLE,VANNES,Petite pêche,,,2018-01-01,
,LA BRISE,285110,227635870,,1968,84,84,"9,05","5,56",,BOIS,1969-12-09,GAZOLE,VANNES,Petite pêche,,,2018-01-01,
