,imo,name,ship_type,reporting_period,technical_efficiency,port_of_registry,home_port,ice_class,doc_issue_date,doc_expiry_date,verifier_number,verifier_name,verifier_nab,verifier_address,verifier_city,verifier_accreditation_number,verifier_country,monitoring_method_a,monitoring_method_b,monitoring_method_c,monitoring_method_d,annual_monitoring_total_fuel_consumption,annual_monitoring_fuel_consumption_assigned_to_on_laden,annual_monitoring_total_co2_emissions,annual_monitoring_co2_emissions_from_all_voyages_between_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_which_departed_from_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_to_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_which_occured_within_ports_under_a_ms_jurisdiction_at_berth,annual_monitoring_co2_emissions_assigned_to_passenger_transport,annual_monitoring_co2_emissions_assigned_to_freight_transport,annual_monitoring_co2_emissions_assigned_to_on_laden,annual_monitoring_total_time_spent_at_sea,annual_average_fuel_consumption_per_distance,annual_average_fuel_consumption_per_transport_work_mass,annual_average_fuel_consumption_per_transport_work_volume,annual_average_fuel_consumption_per_transport_work_dwt,annual_average_fuel_consumption_per_transport_work_pax,annual_average_fuel_consumption_per_transport_work_freight,annual_average_co2_emissions_per_distance,annual_average_co2_emissions_per_transport_work_mass,annual_average_co2_emissions_per_transport_work_volume,annual_average_co2_emissions_per_transport_work_dwt,annual_average_co2_emissions_per_transport_work_pax,annual_average_co2_emissions_per_transport_work_freight,voluntary_reporting_distance_through_ice,voluntary_reporting_total_time_spent_at_sea,voluntary_reporting_total_time_spent_at_sea_through_ice,voluntary_reporting_direct_emissions,voluntary_reporting_average_fuel_consumption_per_distance_on_laden_voyages,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_freight,voluntary_reporting_average_co2_emissions_per_distance_on_laden_voyages,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_freight,voluntary_reporting_additional_comments,voluntary_reporting_average_density_of_the_cargo_transported
1993,9243423,NAPOLES,Ro-pax ship,2018.0,EIV (19 gCO₂/t·nm),Limassol,,,16/05/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,10749.5,,33602.61,19269.53,6206.64,6224.18,1902.69,4650.6,28952.01,,2900.0,181.79,,,,764.2,764.27,568.27,,,,2388.87,2389.08,,2900.0,,,,,,,,,,,,,,,,
1994,9243447,AF MICHELA,Ro-pax ship,2018.0,,,,,26/07/2019,30/06/2020,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,Yes,,,13556.31,,42261.45,3362.71,19391.77,19149.55,1826.99,42261.45,42261.45,,4632.9,141.78,,,,621.01,78.43,442.0,,,,1935.97,244.5,,4632.9,,,,,,,,,,,,,,,,
2020,9244958,HJALTLAND,Ro-pax ship,2018.0,Not Applicable,Lerwick,,,22/07/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,9508.67,,30484.8,28077.89,0.0,0.0,2406.92,18290.87,12193.92,,4499.85,128.92,,,,383.65,161.39,413.31,,,,1229.98,517.41,,4499.85,,,,,,,,,,,,,,,,
2021,9244960,HROSSEY,Ro-pax ship,2018.0,Not Applicable,Kirkwall,,,22/07/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,9629.69,,30872.79,28709.89,0.0,0.0,2162.9,18523.66,12349.13,,4557.43,130.97,,,,643.41,401.02,419.9,,,,2062.78,1285.68,,4557.43,,,,,,,,,,,,,,,,
2026,9245598,GRANDE PORTOGALLO,Ro-ro ship,2018.0,EIV (8.55 gCO₂/t·nm),Palermo,,,14/09/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,7952.49,,24931.02,20601.0,1513.98,1380.72,1435.32,,,,5306.6,88.16,27.51,,,,,276.38,86.24,,,,,,5306.6,,,,,,,,,,,,,,,,
2029,9246061,HAMNAVOE,Ro-pax ship,2018.0,Not Applicable,Kirkwall,,,07/08/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,3957.43,,12687.52,10398.05,0.0,0.0,2289.48,7612.52,5075.0,,2834.27,98.25,,,,625.6,339.98,315.0,,,,2005.67,1089.98,,2834.27,,,,,,,,,,,,,,,,
2030,9246102,MSC LIRICA,Passenger ship,2018.0,EIV (4.39 gCO₂/t·nm),PANAMA,,,26/04/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,,,Yes,,13627.0,13627.0,43002.75,38878.0,284.0,0.0,3715.0,,,43002.75,3490.5,224.52,,,,99.05,,708.51,,,,312.58,,,3490.5,,,,,,,99.05,,,,,,312.58,,,
2048,9247144,SEVEN SEAS VOYAGER,Passenger ship,2018.0,,Nassau,,,30/04/2019,30/06/2020,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,Yes,,,8373.19,,26222.08,16412.6,3302.62,1565.05,4941.81,,,,2598.95,237.49,,,,347.57,,743.75,,,,1088.47,,,2598.95,,,,,,,,,,,,,,,,
2059,9247510,PASCAL PAOLI,Ro-pax ship,2018.0,EIV (5.61 gCO₂/t·nm),,,,30/04/2019,30/06/2020,,VERIFAVIA SARL,COFRAC,33 Avenue du Maine,Paris,4-0596,France,,,Yes,,15997.23,,49997.64,45069.34,0.0,0.0,4928.29,5551.69,39517.66,,4198.0,214.55,,,,74.36,97.55,670.55,,,,231.75,304.05,,4198.0,,,,,,,,,,,,,,,,
2061,9247728,MIDNATSOL,Ro-pax ship,2018.0,EIV (185 gCO₂/t·nm),Tromso,,IC,27/04/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,3076.72,,9863.96,5027.15,1646.78,2521.21,668.82,8778.93,1085.04,,4118.39,83.67,,,,155.4,326.68,268.26,,,,498.21,1047.33,0.0,4118.39,0.0,,,,,,,,,,,,,,,
2065,9247924,GRANDE NAPOLI,Ro-ro ship,2018.0,EIV (7.41 gCO₂/t·nm),Palermo,,,14/09/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,8387.32,,26281.53,21931.2,1835.13,839.98,1666.7,,,,5251.6,94.46,29.62,,,,,296.0,92.81,,,,,,5251.6,,,,,,,,,,,,,,,,
2066,9247936,GRANDE ROMA,Ro-ro ship,2018.0,EIV (7.42 gCO₂/t·nm),Palermo,,,14/09/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,6942.71,,21775.45,13608.7,3767.53,3011.67,1387.55,,,,4403.7,98.15,29.52,,,,,307.85,92.57,,,,,,4403.7,,,,,,,,,,,,,,,,
2088,9249984,TENERIFE CAR,Ro-ro ship,2018.0,EIV (23.76 gCO₂/t·nm),Madeira,,,25/06/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,Yes,,,,7072.22,,22173.1,12835.66,4052.61,4435.75,849.05,,,,5517.54,98.32,96.28,,,,,308.26,301.85,,,,,,5517.54,,,,,,,,,,,,,,,,
2089,9249996,BOUZAS,Ro-ro ship,2018.0,EIV (20.43 gCO₂/t·nm),Santa Cruz de Tenerife,,,26/06/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,Yes,,,,8198.17,,25568.29,24416.66,0.0,0.0,1150.25,,,,4480.35,111.85,70.45,,,,,348.83,219.71,,,,,,4480.35,,,,,,,,,,,,,,,,
2090,9250000,SUAR VIGO,Ro-ro ship,2018.0,EIV (19.01 gCO₂/t·nm),Santa Cruz de Tenerife,,,25/06/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,Yes,,,,8900.92,,27753.42,26677.22,0.0,0.0,1075.39,,,,5180.09,117.19,69.68,,,,,365.41,217.27,,,,,,5180.09,,,,,,,,,,,,,,,,
2094,9250220,MEDITERRANEAN HIGHWAY,Ro-ro ship,2018.0,Not Applicable,Panama,,,29/04/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,4183.07,,13038.57,2291.18,9609.65,1033.54,104.19,,,,3179.8,93.78,16.73,,,,,292.32,52.14,,,,,,3179.8,,,,,,,,,,,,,,,,
2096,9250464,MSC OPERA,Passenger ship,2018.0,EIV (4.35 gCO₂/t·nm),PANAMA,,,26/04/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,,,Yes,,14635.0,14635.0,46207.08,35410.0,2373.0,2306.0,6114.0,,,46207.08,3560.52,276.6,,,,121.93,,873.31,,,,384.98,,,3560.52,,,276.6,,,,121.93,,873.31,,,,384.98,,,
2260,9259496,MAGNOLIA SEAWAYS,Ro-ro ship,2018.0,EIV (11.7 gCO₂/t·nm),København,,,29/04/2019,30/06/2020,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,,Yes,,14850.97,,46345.0,45342.27,0.0,0.0,1002.73,,,,5879.43,147.83,27.24,,,,,461.34,85.01,,,,,,5879.43,,,,,,,,,,,,,,,,
2261,9259501,PETUNIA SEAWAYS,Ro-ro ship,2018.0,EIV (11.63 gCO₂/t·nm),København,,,29/04/2019,30/06/2020,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,,Yes,,13310.13,,41522.96,40301.17,0.0,0.0,1221.8,,,,5619.07,139.4,26.47,,,,,434.88,82.58,,,,,,5619.07,,,,,,,,,,,,,,,,
2262,9259513,PRIMULA SEAWAYS,Ro-ro ship,2018.0,EIV (9.26 gCO₂/t·nm),København,,,29/04/2019,30/06/2020,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,,Yes,,15152.05,,47293.42,45838.23,0.0,0.0,1455.2,,,,5784.08,149.14,26.38,,,,,465.51,82.34,,,,,,5784.08,,,,,,,,,,,,,,,,
2296,9261542,SICILIA,Ro-pax ship,2018.0,EIV (18.5 gCO₂/t·nm),Limassol,,,16/05/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,15436.43,,48201.93,45811.74,0.0,0.0,2390.21,2617.37,45584.56,,4846.0,156.52,,,,1587.34,1587.77,488.74,,,,4956.63,4957.98,,4846.0,,,,,,,,,,,,,,,,
2297,9261554,CATANIA,Ro-pax ship,2018.0,EIV (20.14 gCO₂/t·nm),Palermo,,,30/04/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,14757.83,,46443.43,14769.06,15547.76,16126.61,1774.52,26472.74,19970.68,,5363.51,148.8,,,,109.46,39.1,468.26,,,,344.46,123.06,,5363.51,,,,,,,,,,,,,,,,
2307,9262089,BEGONIA SEAWAYS,Ro-ro ship,2018.0,EIV (9 gCO₂/t·nm),Copenhagen,,,29/04/2019,30/06/2020,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,,Yes,,15798.19,,49310.69,47842.84,0.0,0.0,1467.83,,,,6231.08,146.45,24.61,,,,,457.12,76.81,,,,,,6231.08,,,,,,,,,,,,,,,,
2338,9263370,CIUDAD DE IBIZA,Ro-pax ship,2018.0,,SANTA CRUZ DE TENERIFE,,,24/05/2019,30/06/2020,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,,,9932.15,,31008.24,28477.6,0.0,0.0,2530.5,31008.24,31008.24,,4264.0,152.37,,,,0.38,0.25,475.7,,,,1.2,0.76,,4264.0,,,,,,,,,,,,,,,,
2340,9263655,ATHARA,Ro-pax ship,2018.0,EIV (12.84 gCO₂/t·nm),Cagliari,,,30/04/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,16541.29,,51655.11,45825.25,0.0,0.0,5829.86,41324.08,10331.03,,3910.55,231.83,,,,368.13,42.15,723.95,,,,1149.59,131.63,,3910.55,,,,,,,,,,,,,,,,
2353,9265419,TASSILI II,Ro-pax ship,2018.0,EEDI (26.73 gCO₂/t·nm),Algiers,Algiers,,14/11/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,Yes,,Yes,,13091.83,,41287.19,0.0,19943.64,19611.67,1731.88,39555.31,,,3515.53,219.4,,,,468.52,0.0,691.91,,,,1476.51,0.0,,3515.53,,,,,,,,,,,,,,,,
2354,9265421,EL DJAZAIR II,Ro-pax ship,2018.0,EEDI (26.73 gCO₂/t·nm),Algiers,Algiers,,28/11/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,Yes,,Yes,,12085.31,,38117.06,0.0,17762.73,18636.08,1718.26,36398.81,,,3811.87,175.81,,,,359.54,0.0,554.51,,,,1133.11,0.0,,3811.87,,,,,,,,,,,,,,,,
2394,9267716,BALTICBORG,Ro-ro ship,2018.0,EIV (24.28 gCO₂/t·nm),Delfzijl,Delfzijl,IA,27/06/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,Yes,,,,6387.0,,19941.01,18936.63,0.0,0.0,1002.23,,,,5718.0,82.13,17.55,,,,,256.42,54.8,,,,,,5718.0,,,,,,,,,,,,,,,,
2395,9267728,BOTHNIABORG,Ro-ro ship,2018.0,EIV (24.28 gCO₂/t·nm),Delfzijl,Delfzijl,IA,27/06/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,Yes,,,,6570.0,,20509.86,19711.25,0.0,0.0,790.98,,,,5673.0,76.15,14.82,,,,,237.71,46.26,,,,,,5673.0,,,,,,,,,,,,,,,,
2400,9268409,GALICIA,Ro-ro ship,2018.0,EIV (13.91 gCO₂/t·nm),Madeira,,,26/06/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,Yes,,,,5185.72,,16300.13,11023.37,2455.41,1907.93,913.41,,,,5185.11,81.23,89.38,,,,,255.32,280.94,,,,,,5185.11,,,,,,,,,,,,,,,,
2405,9268708,PONT-AVEN,Ro-pax ship,2018.0,EIV (24.45 gCO₂/t·nm),Morlaix,,IB,03/07/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,Yes,,,,32226.0,,100546.07,94214.0,0.0,0.0,6335.0,58110.58,42435.49,,5715.0,311.56,,,,205.82,265.01,972.08,,,,642.16,826.85,,5715.0,,,,,,,,,,,,,,,,
2419,9270842,VILLE DE BORDEAUX,Ro-ro ship,2018.0,EIV (57.22 gCO₂/t·nm),Bordeaux,,,28/06/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,Yes,,,,10044.15,,31958.04,30712.9,0.0,0.0,1245.16,,,,6518.6,108.4,424.58,,,,,344.9,1350.9,,,,,,6518.6,,,,,,,,,,,,,,,,
2458,9273727,BIRKA STOCKHOLM,Passenger ship,2018.0,Not Applicable,Stockholm,,IA Supper,30/05/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,8455.21,,27107.4,21567.82,0.0,0.0,5539.58,,,,6065.56,126.67,,,,150.39,,406.1,,,,482.14,,0.0,6065.56,0.0,,,,,,,,,,,,,,,
2483,9274848,FREESIA SEAWAYS,Ro-ro ship,2018.0,EIV (9.06 gCO₂/t·nm),København,,,29/04/2019,30/06/2020,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,,Yes,,15783.09,,49229.52,48046.36,0.0,0.0,1183.15,,,,6311.93,145.12,24.07,,,,,452.63,75.07,,,,,,6311.93,,,,,,,,,,,,,,,,
2542,9278234,COLOR FANTASY,Ro-pax ship,2018.0,EIV (147 gCO₂/t·nm),,,IB,30/04/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,32333.82,,101301.39,98496.72,0.0,0.0,2804.65,83067.13,18234.26,,7272.3,242.93,,,,136.73,37.04,761.08,,,,428.39,116.05,0.0,7272.3,0.0,,,,,,,,,,,,,,,
2575,9281281,VICTORIA I,Ro-pax ship,2018.0,EIV (3.31 gCO₂/t·nm),Tallinn,Tallinn,IA Supper,29/04/2019,30/06/2020,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,,Yes,,14680.62,,46258.84,41861.31,0.0,0.0,4397.54,37821.74,4039.55,,6053.11,161.73,,,,105.64,16.57,509.6,,,,332.88,52.21,,6053.11,,,,,,,,,,,,,,,,
2576,9281322,VOLCAN DE TAMASITE,Ro-pax ship,2018.0,EIV (21.63 gCO₂/t·nm),LAS PALMAS DE GRAN CANARIA,Las Palmas de Gran Canaria,,29/04/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,Yes,Yes,,,8825.63,,27542.35,14719.59,4014.79,4106.03,4701.93,27542.35,27542.35,,3470.71,144.71,,,,1052.38,824.96,451.61,,,,3284.18,2574.47,,3470.71,,,,,,,,,,,,,,,,
2577,9281334,VOLCAN DE TIMANFAYA,Ro-pax ship,2018.0,EIV (21.63 gCO₂/t·nm),LAS PALMAS DE GRAN CANARIA,Las Palmas de Gran Canaria,,26/04/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,Yes,Yes,,,9683.04,,30180.97,16688.73,4022.87,4749.56,4719.82,30180.97,30180.97,,3652.6,151.99,,,,1351.6,483.39,473.74,,,,4212.8,1506.67,,3652.6,,,,,,,,,,,,,,,,
2667,9285500,ALLIANCE ST. LOUIS,Ro-ro ship,2018.0,EIV (17.44 gCO₂/t·nm),"Norfolk, VA","Norfolk, VA",,19/06/2019,30/06/2020,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,Yes,,3246.0,,10131.04,2734.0,2468.0,4857.0,70.0,,,,1925.0,115.3,20.46,,,,,359.87,63.84,,,,,,1925.0,,,,,,,,,,,,,,,,
2715,9287417,GRANDE ANVERSA,Ro-ro ship,2018.0,EIV (8.55 gCO₂/t·nm),Palermo,,,14/09/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,7671.68,,24043.68,21315.37,757.22,365.46,1605.63,,,,5215.4,87.34,28.78,,,,,273.72,90.2,,,,,,5215.4,,,,,,,,,,,,,,,,
2717,9287584,FLORENCIA,Ro-pax ship,2018.0,EIV (19.73 gCO₂/t·nm),Palermo,,IC,14/09/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,10200.75,,32127.9,29827.08,0.0,0.0,2300.82,18312.91,13814.99,,3151.8,167.03,,,,146.34,28.1,526.07,,,,460.89,88.5,,3151.8,,,,,,,,,,,,,,,,
2870,9293076,DUNKERQUE SEAWAYS,Ro-pax ship,2018.0,EIV (3.44 gCO₂/t·nm),Dover,,,29/04/2019,30/06/2020,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,,Yes,,18256.84,,56950.65,53503.75,0.0,0.0,3446.92,56950.65,56950.65,,5896.68,192.1,97.69,,,579.72,,599.23,304.73,,,1808.4,,,5896.68,,,,,,,,,,,,,,,,
2871,9293088,DELFT SEAWAYS,Ro-pax ship,2018.0,EIV (3.53 gCO₂/t·nm),Dover,,,29/04/2019,30/06/2020,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,,Yes,,17484.39,,54557.72,50680.61,0.0,0.0,3877.13,54557.72,54557.72,,5868.73,186.24,95.59,,,565.07,,581.14,298.29,,,1763.22,,,5868.73,,,,,,,,,,,,,,,,
2877,9293272,GRANDE DETROIT,Ro-ro ship,2018.0,EIV (8.55 gCO₂/t·nm),Palermo,,,14/09/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,6182.09,,19330.02,11999.06,2981.32,2836.39,1513.24,,,,3972.5,90.97,27.33,,,,,284.45,85.47,,,,,,3972.5,,,,,,,,,,,,,,,,
2879,9293404,NURAGHES,Ro-pax ship,2018.0,EIV (9.72 gCO₂/t·nm),Cagliari,,,30/04/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,15800.02,,49333.01,43160.88,0.0,0.0,6172.13,36506.44,12826.57,,4428.14,202.29,,,,260.21,33.03,631.63,,,,812.47,103.14,,4428.14,,,,,,,,,,,,,,,,
2880,9293416,SAFFET ULUSOY,Ro-ro ship,2018.0,Not Applicable,Istanbul,,,08/04/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,14061.26,,43800.35,3946.68,19316.08,20010.84,526.75,,,,6226.14,119.76,23.7,,,,,373.03,73.82,,,,,,6226.14,,,,,,,,,,,,,,,,
2881,9293428,UN MARMARA,Ro-ro ship,2018.0,Not Applicable,Istanbul,,,08/04/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,14921.57,,46480.88,779.0,22688.65,22486.37,526.86,,,,6558.85,120.65,26.08,,,,,375.82,81.24,,,,,,6558.85,,,,,,,,,,,,,,,,
2910,9294226,VOLCAN DE TIRAJANA,Ro-pax ship,2018.0,EIV (68.05 gCO₂/t·nm),SANTA CRUZ DE TENERIFE,LOS CRISTIANOS (TENERIFE),,29/04/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,Yes,Yes,,,7350.74,,23566.47,22464.21,0.0,0.0,1102.25,23566.47,23566.47,,2049.34,158.43,,,,1252.16,1803.81,507.92,,,,4014.44,5783.02,,2049.34,,,,,,,,,,,,,,,,
3025,9299056,BENCHIJIGUA EXPRESS,Ro-pax ship,2018.0,EIV (37.8 gCO₂/t·nm),Santa Cruz de Tenerife,,,30/04/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,,,51354.06,50938.02,0.0,0.0,416.06,51354.06,,,,,,,,,,564.62,,,,2396.84,0.0,,,,,,,,,,,,,,,,,,
3034,9299393,MOBY AKI,Ro-pax ship,2018.0,EIV (4.19 gCO₂/t·nm),Napoli,,IB,30/04/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,24950.42,,77780.22,71763.89,0.0,0.0,6016.33,68835.49,8944.73,,4892.46,240.01,,,,302.81,19.94,748.2,,,,943.97,62.17,,4892.46,,,,,,,,,,,,,,,,
3159,9303546,ALLIANCE FAIRFAX,Ro-ro ship,2018.0,EIV (20.38 gCO₂/t·nm),"Norfolk, VA","Norfolk, VA",,14/06/2019,30/06/2020,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,Yes,,1407.0,,4387.65,40.57,2313.53,2011.11,22.44,,,,995.1,101.7,12.97,,,,,317.14,40.43,,,,,,995.1,,,,,,,,,,,,,,,,
3171,9304057,NORWEGIAN JADE,Passenger ship,2018.0,,Nassau,,,30/04/2019,30/06/2020,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,Yes,,,17482.72,,54579.49,40784.33,2652.31,3676.74,7466.12,,,,2900.87,381.75,,,,155.96,,1191.78,,,,486.89,,,2900.87,,,,,,,,,,,,,,,,
3200,9304631,ALBAYZIN,Ro-pax ship,2018.0,,LIMASSOL,,,24/05/2019,30/06/2020,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,,,16248.15,,50871.08,47781.7,0.0,0.0,3089.3,50871.08,50871.08,,5412.0,177.16,,,,6.37,0.52,554.65,,,,19.94,1.64,,5412.0,,,,,,,,,,,,,,,,
3205,9305269,SHARDEN,Ro-pax ship,2018.0,EIV (9.72 gCO₂/t·nm),Cagliari,,,30/04/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,16257.49,,50779.96,44089.07,0.0,0.0,6690.89,38592.76,12187.2,,4628.2,197.84,,,,264.21,31.13,617.94,,,,825.27,97.23,,4628.2,,,,,,,,,,,,,,,,
3219,9305843,COTE DES FLANDRES,Ro-pax ship,2018.0,EIV (4.86 gCO₂/t·nm),Le Havre,,,29/04/2019,30/06/2020,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,,Yes,,17413.27,,54234.71,50011.05,0.0,0.0,4223.68,54234.71,54234.71,,5448.93,220.21,126.39,,,918.9,,685.87,393.66,,,2861.98,,,5448.93,,,,,,,,,,,,,,,,
3251,9306706,NEPTUNE OKEANIS,Ro-ro ship,2018.0,Not Applicable,Valletta,Valletta,,25/04/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,5498.86,,17148.27,6629.64,3945.81,6024.0,548.83,,,,4875.0,95.13,72.01,,,,,296.67,224.57,,,,,,4875.0,,,,,,,,,,,,,,,,
